2017.02.19.22.48.41.095, INFO   , Logger filename: BB2019_Log__None0_2017.02.19.22.48.40.634.txt
2017.02.19.22.48.41.108, INFO   , Program date: 1969.12.31.16.00.00.000
2017.02.19.22.48.42.100, INFO   , Lift PIDF set to: 0.6, 0.0, 0.0, 0.5, Idx: 0
2017.02.19.22.48.42.111, INFO   , Lift PIDF set to: 0.9, 0.0, 0.0, 0.5, Idx: 1
2017.02.19.22.48.43.393, INFO   , Hand PIDF set to: 10.0, 0.0, 0.0, 5.0
2017.02.19.22.48.44.527, DEBUG  , DriverCam Get Video Mode: 160, 120, 30
2017.02.19.22.48.44.551, INFO   , BeachbotLib Version:                2019.2.0
2017.02.19.22.48.44.552, INFO   , WPILib Version:                     2019.4.1
2017.02.19.22.48.44.594, INFO   , NavX Firmware Version:              3.1
2017.02.19.22.48.44.605, INFO   , Talon Intake Firmware Version:      4.17
2017.02.19.22.48.44.609, INFO   , Talon Hand Firmware Version:        4.17
2017.02.19.22.48.44.612, INFO   , Talon Lift1 Firmware Version:       4.17
2017.02.19.22.48.44.616, INFO   , Talon Lift2 Firmware Version:       4.17
2017.02.19.22.48.44.619, INFO   , Talon Lift3 Firmware Version:       4.17
2017.02.19.22.48.44.620, DEBUG  , Competition Robot Detected
2017.02.19.22.48.44.694, INFO   , Disabled Init
2017.02.19.22.48.44.702, INFO   , Battery Voltage: 12.818652587890625
2017.02.19.22.48.44.704, INFO   , Lift disabled
2017.02.19.22.48.44.706, INFO   , Hand disabled
2017.02.19.22.48.44.708, INFO   , Turning Roller off
2017.02.19.22.48.44.734, INFO   , Turning Claw off
2017.02.19.22.48.44.737, INFO   , Limelight lights disabled
2017.02.19.22.48.44.744, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.832, INFO   , Limelight lights disabled
2017.02.19.22.48.44.834, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.984, INFO   , Limelight lights disabled
2017.02.19.22.48.44.985, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.024, INFO   , Limelight lights disabled
2017.02.19.22.48.45.025, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.046, INFO   , Limelight lights disabled
2017.02.19.22.48.45.047, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.068, INFO   , Limelight lights disabled
2017.02.19.22.48.45.069, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.089, INFO   , Limelight lights disabled
2017.02.19.22.48.45.090, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.114, INFO   , Limelight lights disabled
2017.02.19.22.48.45.115, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.143, INFO   , Limelight lights disabled
2017.02.19.22.48.45.144, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.170, INFO   , Limelight lights disabled
2017.02.19.22.48.45.171, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.197, INFO   , Limelight lights disabled
2017.02.19.22.48.45.198, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.216, INFO   , Limelight lights disabled
2017.02.19.22.48.45.217, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.235, INFO   , Limelight lights disabled
2017.02.19.22.48.45.236, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.254, INFO   , Limelight lights disabled
2017.02.19.22.48.45.255, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.273, INFO   , Limelight lights disabled
2017.02.19.22.48.45.274, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.290, INFO   , Limelight lights disabled
2017.02.19.22.48.45.291, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.310, INFO   , Limelight lights disabled
2017.02.19.22.48.45.311, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.344, INFO   , Limelight lights disabled
2017.02.19.22.48.45.345, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.363, INFO   , Limelight lights disabled
2017.02.19.22.48.45.364, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.380, INFO   , Limelight lights disabled
2017.02.19.22.48.45.381, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.401, INFO   , Limelight lights disabled
2017.02.19.22.48.45.402, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.420, INFO   , Limelight lights disabled
2017.02.19.22.48.45.421, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.439, INFO   , Limelight lights disabled
2017.02.19.22.48.45.440, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.464, INFO   , Limelight lights disabled
2017.02.19.22.48.45.466, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.493, INFO   , Limelight lights disabled
2017.02.19.22.48.45.495, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.529, INFO   , Limelight lights disabled
2017.02.19.22.48.45.530, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.569, INFO   , Limelight lights disabled
2017.02.19.22.48.45.571, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.609, INFO   , Limelight lights disabled
2017.02.19.22.48.45.611, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.656, INFO   , Limelight lights disabled
2017.02.19.22.48.45.659, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.696, INFO   , Limelight lights disabled
2017.02.19.22.48.45.697, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.735, INFO   , Limelight lights disabled
2017.02.19.22.48.45.737, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.788, INFO   , Limelight lights disabled
2017.02.19.22.48.45.790, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.815, INFO   , Limelight lights disabled
2017.02.19.22.48.45.816, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.845, INFO   , Limelight lights disabled
2017.02.19.22.48.45.846, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.900, INFO   , Limelight lights disabled
2017.02.19.22.48.45.902, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.939, INFO   , Limelight lights disabled
2017.02.19.22.48.45.941, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.989, INFO   , Limelight lights disabled
2017.02.19.22.48.45.991, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.031, INFO   , Limelight lights disabled
2017.02.19.22.48.46.033, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.064, INFO   , Limelight lights disabled
2017.02.19.22.48.46.065, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.121, INFO   , Limelight lights disabled
2017.02.19.22.48.46.125, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.153, INFO   , Limelight lights disabled
2017.02.19.22.48.46.153, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.184, INFO   , Limelight lights disabled
2017.02.19.22.48.46.186, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.215, INFO   , Limelight lights disabled
2017.02.19.22.48.46.216, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.248, INFO   , Limelight lights disabled
2017.02.19.22.48.46.250, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.271, INFO   , Limelight lights disabled
2017.02.19.22.48.46.272, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.298, INFO   , Limelight lights disabled
2017.02.19.22.48.46.299, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.328, INFO   , Limelight lights disabled
2017.02.19.22.48.46.330, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.360, INFO   , Limelight lights disabled
2017.02.19.22.48.46.362, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.386, INFO   , Limelight lights disabled
2017.02.19.22.48.46.388, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.424, INFO   , Limelight lights disabled
2017.02.19.22.48.46.427, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.459, INFO   , Limelight lights disabled
2017.02.19.22.48.46.460, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.495, INFO   , Limelight lights disabled
2017.02.19.22.48.46.496, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.525, INFO   , Limelight lights disabled
2017.02.19.22.48.46.527, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.554, INFO   , Limelight lights disabled
2017.02.19.22.48.46.556, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.589, INFO   , Limelight lights disabled
2017.02.19.22.48.46.591, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.616, INFO   , Limelight lights disabled
2017.02.19.22.48.46.617, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.633, INFO   , Limelight lights disabled
2017.02.19.22.48.46.635, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.669, INFO   , Limelight lights disabled
2017.02.19.22.48.46.671, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.693, INFO   , Limelight lights disabled
2017.02.19.22.48.46.695, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.719, INFO   , Limelight lights disabled
2017.02.19.22.48.46.720, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.733, INFO   , Limelight lights disabled
2017.02.19.22.48.46.734, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.746, INFO   , Limelight lights disabled
2017.02.19.22.48.46.747, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.765, INFO   , Limelight lights disabled
2017.02.19.22.48.46.766, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.792, INFO   , Limelight lights disabled
2017.02.19.22.48.46.794, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.830, INFO   , Limelight lights disabled
2017.02.19.22.48.46.833, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.872, INFO   , Limelight lights disabled
2017.02.19.22.48.46.876, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.898, INFO   , Limelight lights disabled
2017.02.19.22.48.46.900, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.911, INFO   , Limelight lights disabled
2017.02.19.22.48.46.912, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.926, INFO   , Limelight lights disabled
2017.02.19.22.48.46.927, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.942, INFO   , Limelight lights disabled
2017.02.19.22.48.46.943, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.957, INFO   , Limelight lights disabled
2017.02.19.22.48.46.958, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.970, INFO   , Limelight lights disabled
2017.02.19.22.48.46.971, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.984, INFO   , Limelight lights disabled
2017.02.19.22.48.46.985, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.996, INFO   , Limelight lights disabled
2017.02.19.22.48.46.997, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.026, INFO   , Limelight lights disabled
2017.02.19.22.48.47.028, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.044, INFO   , Limelight lights disabled
2017.02.19.22.48.47.045, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.056, INFO   , Limelight lights disabled
2017.02.19.22.48.47.057, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.070, INFO   , Limelight lights disabled
2017.02.19.22.48.47.070, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.082, INFO   , Limelight lights disabled
2017.02.19.22.48.47.083, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.094, INFO   , Limelight lights disabled
2017.02.19.22.48.47.095, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.110, INFO   , Limelight lights disabled
2017.02.19.22.48.47.110, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.122, INFO   , Limelight lights disabled
2017.02.19.22.48.47.123, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.134, INFO   , Limelight lights disabled
2017.02.19.22.48.47.135, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.147, INFO   , Limelight lights disabled
2017.02.19.22.48.47.147, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.162, INFO   , Limelight lights disabled
2017.02.19.22.48.47.163, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.174, INFO   , Limelight lights disabled
2017.02.19.22.48.47.175, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.187, INFO   , Limelight lights disabled
2017.02.19.22.48.47.188, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.199, INFO   , Limelight lights disabled
2017.02.19.22.48.47.200, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.215, INFO   , Limelight lights disabled
2017.02.19.22.48.47.216, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.230, INFO   , Limelight lights disabled
2017.02.19.22.48.47.231, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.244, INFO   , Limelight lights disabled
2017.02.19.22.48.47.244, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.256, INFO   , Limelight lights disabled
2017.02.19.22.48.47.257, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.268, INFO   , Limelight lights disabled
2017.02.19.22.48.47.269, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.281, INFO   , Limelight lights disabled
2017.02.19.22.48.47.282, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.293, INFO   , Limelight lights disabled
2017.02.19.22.48.47.294, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.307, INFO   , Limelight lights disabled
2017.02.19.22.48.47.308, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.320, INFO   , Limelight lights disabled
2017.02.19.22.48.47.321, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.333, INFO   , Limelight lights disabled
2017.02.19.22.48.47.334, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.346, INFO   , Limelight lights disabled
2017.02.19.22.48.47.346, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.358, INFO   , Limelight lights disabled
2017.02.19.22.48.47.359, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.376, INFO   , Limelight lights disabled
2017.02.19.22.48.47.376, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.389, INFO   , Limelight lights disabled
2017.02.19.22.48.47.390, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.401, INFO   , Limelight lights disabled
2017.02.19.22.48.47.401, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.415, INFO   , Limelight lights disabled
2017.02.19.22.48.47.416, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.428, INFO   , Limelight lights disabled
2017.02.19.22.48.47.429, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.442, INFO   , Limelight lights disabled
2017.02.19.22.48.47.443, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.455, INFO   , Limelight lights disabled
2017.02.19.22.48.47.455, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.469, INFO   , Limelight lights disabled
2017.02.19.22.48.47.470, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.487, INFO   , Limelight lights disabled
2017.02.19.22.48.47.489, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.510, INFO   , Limelight lights disabled
2017.02.19.22.48.47.511, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.523, INFO   , Limelight lights disabled
2017.02.19.22.48.47.524, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.535, INFO   , Limelight lights disabled
2017.02.19.22.48.47.536, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.546, INFO   , Limelight lights disabled
2017.02.19.22.48.47.547, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.557, INFO   , Limelight lights disabled
2017.02.19.22.48.47.558, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.568, INFO   , Limelight lights disabled
2017.02.19.22.48.47.569, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.580, INFO   , Limelight lights disabled
2017.02.19.22.48.47.581, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.593, INFO   , Limelight lights disabled
2017.02.19.22.48.47.593, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.608, INFO   , Limelight lights disabled
2017.02.19.22.48.47.610, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.638, INFO   , Limelight lights disabled
2017.02.19.22.48.47.639, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.667, INFO   , Limelight lights disabled
2017.02.19.22.48.47.668, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.689, INFO   , Limelight lights disabled
2017.02.19.22.48.47.690, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.700, INFO   , Limelight lights disabled
2017.02.19.22.48.47.701, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.714, INFO   , Limelight lights disabled
2017.02.19.22.48.47.714, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.727, INFO   , Limelight lights disabled
2017.02.19.22.48.47.729, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.744, INFO   , Limelight lights disabled
2017.02.19.22.48.47.745, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.756, INFO   , Limelight lights disabled
2017.02.19.22.48.47.756, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.768, INFO   , Limelight lights disabled
