2017.02.19.22.48.40.529, INFO   , Logger filename: BB2019_Log__None0_2017.02.19.22.48.40.262.txt
2017.02.19.22.48.40.537, INFO   , Program date: 1969.12.31.16.00.00.000
2017.02.19.22.48.41.372, INFO   , Lift PIDF set to: 0.6, 0.0, 0.0, 0.5, Idx: 0
2017.02.19.22.48.41.382, INFO   , Lift PIDF set to: 0.9, 0.0, 0.0, 0.5, Idx: 1
2017.02.19.22.48.42.138, INFO   , Hand PIDF set to: 10.0, 0.0, 0.0, 5.0
2017.02.19.22.48.43.372, DEBUG  , DriverCam Get Video Mode: 160, 120, 30
2017.02.19.22.48.43.391, INFO   , BeachbotLib Version:                2019.2.0
2017.02.19.22.48.43.395, INFO   , WPILib Version:                     2019.4.1
2017.02.19.22.48.43.455, INFO   , NavX Firmware Version:              3.1
2017.02.19.22.48.43.467, INFO   , Talon Intake Firmware Version:      4.17
2017.02.19.22.48.43.471, INFO   , Talon Hand Firmware Version:        4.17
2017.02.19.22.48.43.475, INFO   , Talon Lift1 Firmware Version:       4.17
2017.02.19.22.48.43.479, INFO   , Talon Lift2 Firmware Version:       4.17
2017.02.19.22.48.43.483, INFO   , Talon Lift3 Firmware Version:       4.17
2017.02.19.22.48.43.485, DEBUG  , Competition Robot Detected
2017.02.19.22.48.43.588, INFO   , Disabled Init
2017.02.19.22.48.43.594, INFO   , Battery Voltage: 12.79980517578125
2017.02.19.22.48.43.597, INFO   , Lift disabled
2017.02.19.22.48.43.598, INFO   , Hand disabled
2017.02.19.22.48.43.600, INFO   , Turning Roller off
2017.02.19.22.48.43.611, INFO   , Turning Claw off
2017.02.19.22.48.43.614, INFO   , Limelight lights disabled
2017.02.19.22.48.43.622, INFO   , New pipeline: -99.0
2017.02.19.22.48.43.730, INFO   , Limelight lights disabled
2017.02.19.22.48.43.732, INFO   , New pipeline: -99.0
2017.02.19.22.48.43.973, INFO   , Limelight lights disabled
2017.02.19.22.48.43.974, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.012, INFO   , Limelight lights disabled
2017.02.19.22.48.44.013, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.047, INFO   , Limelight lights disabled
2017.02.19.22.48.44.048, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.074, INFO   , Limelight lights disabled
2017.02.19.22.48.44.075, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.098, INFO   , Limelight lights disabled
2017.02.19.22.48.44.099, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.158, INFO   , Limelight lights disabled
2017.02.19.22.48.44.160, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.207, INFO   , Limelight lights disabled
2017.02.19.22.48.44.209, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.248, INFO   , Limelight lights disabled
2017.02.19.22.48.44.249, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.292, INFO   , Limelight lights disabled
2017.02.19.22.48.44.293, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.317, INFO   , Limelight lights disabled
2017.02.19.22.48.44.318, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.348, INFO   , Limelight lights disabled
2017.02.19.22.48.44.352, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.407, INFO   , Limelight lights disabled
2017.02.19.22.48.44.412, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.501, INFO   , Limelight lights disabled
2017.02.19.22.48.44.506, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.614, INFO   , Limelight lights disabled
2017.02.19.22.48.44.616, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.705, INFO   , Limelight lights disabled
2017.02.19.22.48.44.711, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.768, INFO   , Limelight lights disabled
2017.02.19.22.48.44.770, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.806, INFO   , Limelight lights disabled
2017.02.19.22.48.44.807, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.850, INFO   , Limelight lights disabled
2017.02.19.22.48.44.852, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.905, INFO   , Limelight lights disabled
2017.02.19.22.48.44.907, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.965, INFO   , Limelight lights disabled
2017.02.19.22.48.44.969, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.022, INFO   , Limelight lights disabled
2017.02.19.22.48.45.024, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.073, INFO   , Limelight lights disabled
2017.02.19.22.48.45.075, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.118, INFO   , Limelight lights disabled
2017.02.19.22.48.45.119, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.136, INFO   , Limelight lights disabled
2017.02.19.22.48.45.136, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.152, INFO   , Limelight lights disabled
2017.02.19.22.48.45.153, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.168, INFO   , Limelight lights disabled
2017.02.19.22.48.45.169, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.188, INFO   , Limelight lights disabled
2017.02.19.22.48.45.189, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.205, INFO   , Limelight lights disabled
2017.02.19.22.48.45.206, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.227, INFO   , Limelight lights disabled
2017.02.19.22.48.45.228, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.242, INFO   , Limelight lights disabled
2017.02.19.22.48.45.244, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.263, INFO   , Limelight lights disabled
2017.02.19.22.48.45.264, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.282, INFO   , Limelight lights disabled
2017.02.19.22.48.45.283, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.305, INFO   , Limelight lights disabled
2017.02.19.22.48.45.306, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.328, INFO   , Limelight lights disabled
2017.02.19.22.48.45.329, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.346, INFO   , Limelight lights disabled
2017.02.19.22.48.45.348, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.372, INFO   , Limelight lights disabled
2017.02.19.22.48.45.373, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.389, INFO   , Limelight lights disabled
2017.02.19.22.48.45.390, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.407, INFO   , Limelight lights disabled
2017.02.19.22.48.45.408, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.424, INFO   , Limelight lights disabled
2017.02.19.22.48.45.425, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.441, INFO   , Limelight lights disabled
2017.02.19.22.48.45.443, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.460, INFO   , Limelight lights disabled
2017.02.19.22.48.45.461, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.474, INFO   , Limelight lights disabled
2017.02.19.22.48.45.475, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.496, INFO   , Limelight lights disabled
2017.02.19.22.48.45.497, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.512, INFO   , Limelight lights disabled
2017.02.19.22.48.45.513, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.527, INFO   , Limelight lights disabled
2017.02.19.22.48.45.528, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.540, INFO   , Limelight lights disabled
2017.02.19.22.48.45.541, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.556, INFO   , Limelight lights disabled
2017.02.19.22.48.45.557, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.570, INFO   , Limelight lights disabled
2017.02.19.22.48.45.571, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.592, INFO   , Limelight lights disabled
2017.02.19.22.48.45.593, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.618, INFO   , Limelight lights disabled
2017.02.19.22.48.45.620, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.651, INFO   , Limelight lights disabled
2017.02.19.22.48.45.653, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.698, INFO   , Limelight lights disabled
2017.02.19.22.48.45.700, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.727, INFO   , Limelight lights disabled
2017.02.19.22.48.45.729, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.752, INFO   , Limelight lights disabled
2017.02.19.22.48.45.753, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.775, INFO   , Limelight lights disabled
2017.02.19.22.48.45.777, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.811, INFO   , Limelight lights disabled
2017.02.19.22.48.45.814, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.841, INFO   , Limelight lights disabled
2017.02.19.22.48.45.842, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.873, INFO   , Limelight lights disabled
2017.02.19.22.48.45.875, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.905, INFO   , Limelight lights disabled
2017.02.19.22.48.45.906, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.936, INFO   , Limelight lights disabled
2017.02.19.22.48.45.937, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.980, INFO   , Limelight lights disabled
2017.02.19.22.48.45.983, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.012, INFO   , Limelight lights disabled
2017.02.19.22.48.46.014, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.052, INFO   , Limelight lights disabled
2017.02.19.22.48.46.055, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.104, INFO   , Limelight lights disabled
2017.02.19.22.48.46.108, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.147, INFO   , Limelight lights disabled
2017.02.19.22.48.46.149, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.180, INFO   , Limelight lights disabled
2017.02.19.22.48.46.182, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.231, INFO   , Limelight lights disabled
2017.02.19.22.48.46.233, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.265, INFO   , Limelight lights disabled
2017.02.19.22.48.46.266, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.289, INFO   , Limelight lights disabled
2017.02.19.22.48.46.290, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.306, INFO   , Limelight lights disabled
2017.02.19.22.48.46.307, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.325, INFO   , Limelight lights disabled
2017.02.19.22.48.46.327, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.352, INFO   , Limelight lights disabled
2017.02.19.22.48.46.353, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.378, INFO   , Limelight lights disabled
2017.02.19.22.48.46.380, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.403, INFO   , Limelight lights disabled
2017.02.19.22.48.46.404, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.422, INFO   , Limelight lights disabled
2017.02.19.22.48.46.424, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.447, INFO   , Limelight lights disabled
2017.02.19.22.48.46.447, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.461, INFO   , Limelight lights disabled
2017.02.19.22.48.46.462, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.477, INFO   , Limelight lights disabled
2017.02.19.22.48.46.478, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.493, INFO   , Limelight lights disabled
2017.02.19.22.48.46.493, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.508, INFO   , Limelight lights disabled
2017.02.19.22.48.46.509, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.523, INFO   , Limelight lights disabled
2017.02.19.22.48.46.524, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.541, INFO   , Limelight lights disabled
2017.02.19.22.48.46.542, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.556, INFO   , Limelight lights disabled
2017.02.19.22.48.46.557, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.580, INFO   , Limelight lights disabled
2017.02.19.22.48.46.581, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.598, INFO   , Limelight lights disabled
2017.02.19.22.48.46.599, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.612, INFO   , Limelight lights disabled
2017.02.19.22.48.46.613, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.648, INFO   , Limelight lights disabled
2017.02.19.22.48.46.650, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.670, INFO   , Limelight lights disabled
2017.02.19.22.48.46.671, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.709, INFO   , Limelight lights disabled
2017.02.19.22.48.46.710, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.731, INFO   , Limelight lights disabled
2017.02.19.22.48.46.733, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.761, INFO   , Limelight lights disabled
2017.02.19.22.48.46.765, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.787, INFO   , Limelight lights disabled
2017.02.19.22.48.46.788, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.801, INFO   , Limelight lights disabled
2017.02.19.22.48.46.802, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.816, INFO   , Limelight lights disabled
2017.02.19.22.48.46.817, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.831, INFO   , Limelight lights disabled
2017.02.19.22.48.46.832, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.846, INFO   , Limelight lights disabled
2017.02.19.22.48.46.847, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.863, INFO   , Limelight lights disabled
2017.02.19.22.48.46.865, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.888, INFO   , Limelight lights disabled
2017.02.19.22.48.46.890, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.916, INFO   , Limelight lights disabled
2017.02.19.22.48.46.916, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.929, INFO   , Limelight lights disabled
2017.02.19.22.48.46.930, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.941, INFO   , Limelight lights disabled
2017.02.19.22.48.46.945, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.964, INFO   , Limelight lights disabled
2017.02.19.22.48.46.965, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.977, INFO   , Limelight lights disabled
2017.02.19.22.48.46.978, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.995, INFO   , Limelight lights disabled
2017.02.19.22.48.46.997, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.011, INFO   , Limelight lights disabled
2017.02.19.22.48.47.012, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.028, INFO   , Limelight lights disabled
2017.02.19.22.48.47.029, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.050, INFO   , Limelight lights disabled
2017.02.19.22.48.47.052, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.068, INFO   , Limelight lights disabled
2017.02.19.22.48.47.069, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.083, INFO   , Limelight lights disabled
2017.02.19.22.48.47.083, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.095, INFO   , Limelight lights disabled
2017.02.19.22.48.47.095, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.107, INFO   , Limelight lights disabled
2017.02.19.22.48.47.108, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.119, INFO   , Limelight lights disabled
2017.02.19.22.48.47.120, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.132, INFO   , Limelight lights disabled
2017.02.19.22.48.47.133, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.144, INFO   , Limelight lights disabled
2017.02.19.22.48.47.145, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.157, INFO   , Limelight lights disabled
2017.02.19.22.48.47.158, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.175, INFO   , Limelight lights disabled
2017.02.19.22.48.47.176, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.194, INFO   , Limelight lights disabled
2017.02.19.22.48.47.195, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.217, INFO   , Limelight lights disabled
2017.02.19.22.48.47.219, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.252, INFO   , Limelight lights disabled
2017.02.19.22.48.47.253, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.269, INFO   , Limelight lights disabled
2017.02.19.22.48.47.270, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.281, INFO   , Limelight lights disabled
2017.02.19.22.48.47.281, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.296, INFO   , Limelight lights disabled
2017.02.19.22.48.47.297, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.311, INFO   , Limelight lights disabled
2017.02.19.22.48.47.313, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.325, INFO   , Limelight lights disabled
2017.02.19.22.48.47.326, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.338, INFO   , Limelight lights disabled
2017.02.19.22.48.47.339, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.350, INFO   , Limelight lights disabled
2017.02.19.22.48.47.351, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.361, INFO   , Limelight lights disabled
2017.02.19.22.48.47.362, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.373, INFO   , Limelight lights disabled
2017.02.19.22.48.47.374, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.386, INFO   , Limelight lights disabled
2017.02.19.22.48.47.387, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.399, INFO   , Limelight lights disabled
2017.02.19.22.48.47.400, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.415, INFO   , Limelight lights disabled
2017.02.19.22.48.47.415, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.426, INFO   , Limelight lights disabled
2017.02.19.22.48.47.427, INFO   , New pipeline: -99.0
