2017.02.19.22.48.41.209, INFO   , Logger filename: BB2019_Log__None0_2017.02.19.22.48.40.642.txt
2017.02.19.22.48.41.221, INFO   , Program date: 1969.12.31.16.00.00.000
2017.02.19.22.48.42.119, INFO   , Lift PIDF set to: 0.6, 0.0, 0.0, 0.5, Idx: 0
2017.02.19.22.48.42.129, INFO   , Lift PIDF set to: 0.9, 0.0, 0.0, 0.5, Idx: 1
2017.02.19.22.48.43.026, INFO   , Hand PIDF set to: 10.0, 0.0, 0.0, 5.0
2017.02.19.22.48.44.115, DEBUG  , DriverCam Get Video Mode: 160, 120, 30
2017.02.19.22.48.44.133, INFO   , BeachbotLib Version:                2019.2.0
2017.02.19.22.48.44.139, INFO   , WPILib Version:                     2019.4.1
2017.02.19.22.48.44.201, INFO   , NavX Firmware Version:              3.1
2017.02.19.22.48.44.213, INFO   , Talon Intake Firmware Version:      4.17
2017.02.19.22.48.44.218, INFO   , Talon Hand Firmware Version:        4.17
2017.02.19.22.48.44.222, INFO   , Talon Lift1 Firmware Version:       4.17
2017.02.19.22.48.44.226, INFO   , Talon Lift2 Firmware Version:       4.17
2017.02.19.22.48.44.232, INFO   , Talon Lift3 Firmware Version:       4.17
2017.02.19.22.48.44.233, DEBUG  , Competition Robot Detected
2017.02.19.22.48.44.340, INFO   , Disabled Init
2017.02.19.22.48.44.355, INFO   , Battery Voltage: 12.53594140625
2017.02.19.22.48.44.359, INFO   , Lift disabled
2017.02.19.22.48.44.361, INFO   , Hand disabled
2017.02.19.22.48.44.364, INFO   , Turning Roller off
2017.02.19.22.48.44.375, INFO   , Turning Claw off
2017.02.19.22.48.44.378, INFO   , Limelight lights disabled
2017.02.19.22.48.44.382, INFO   , New pipeline: -99.0
RoboRIO File Renamed: true BB2019_Log_None0__2019.03.21.16.04.58.449.txt
USB File Renamed: true BB2019_Log_CALA_Practice24_2019.03.21.16.04.58.449.txt
RoboRIO File Renamed: true BB2019_LogCALA_Practice24__2019.03.21.16.04.58.449.txt
USB File Renamed: true BB2019_Log_CALA_Practice24_2019.03.21.16.04.58.449.txt
2019.03.21.16.07.30.184, INFO   , Autonomous Init
2019.03.21.16.07.30.185, INFO   , Limelight lights enabled
2019.03.21.16.07.30.192, INFO   , New pipeline: 0.0
2019.03.21.16.07.30.196, INFO   , Running Auto: Hab2TwoHatch
2019.03.21.16.07.30.367, INFO   , Event: CALA Match Type: Practice Match Number: 24
2019.03.21.16.07.30.375, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.21.16.07.30.380, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.21.16.07.30.382, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.21.16.07.30.392, WARNING, Hand setpoint request above upper limit: 61.07578125
2019.03.21.16.07.30.395, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.21.16.07.30.396, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.21.16.07.30.396, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.21.16.07.30.412, INFO   , Target acquired
2019.03.21.16.07.30.435, COMMAND, org.usfirst.frc330.autoCommands.Hab2TwoHatch initialized
2019.03.21.16.07.30.435, COMMAND, org.usfirst.frc330.commands.ShiftLow initialized
2019.03.21.16.07.30.437, COMMAND, org.usfirst.frc330.commands.ShiftLow ended
2019.03.21.16.07.30.437, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveDistanceAtCurAngle initialized
2019.03.21.16.07.30.438, INFO   , Changing LeftDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.16.07.30.439, INFO   , Changing RightDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.16.07.30.445, INFO   , Changing Gyro Gains to GyroDriveLow. P=0.01 MaxOutput=1.0 MaxOutputStep=1.0
2019.03.21.16.07.30.446, COMMAND, org.usfirst.frc330.commands.commandgroups.HatchDefense initialized
2019.03.21.16.07.30.447, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.16.07.30.459, INFO   , Setting hand angle to: 57.0
2019.03.21.16.07.30.460, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.16.07.30.471, INFO   , Lift Setpoint: 0.0
2019.03.21.16.07.30.474, INFO   , Lift Final Position: 0.0
2019.03.21.16.07.30.474, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.03.21.16.07.30.589, INFO   , Final hand setpoint: 57.120703125
2019.03.21.16.07.30.592, INFO   , Final hand angle: 59.054296875
2019.03.21.16.07.30.593, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.03.21.16.07.30.593, COMMAND, org.usfirst.frc330.commands.CheckDone initialized
2019.03.21.16.07.30.593, COMMAND, org.usfirst.frc330.commands.CheckDone ended
2019.03.21.16.07.30.593, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall initialized
2019.03.21.16.07.30.594, INFO   , Turning Roller On: Slow (Hatch)
2019.03.21.16.07.30.595, WARNING, Not turning on roller slow because don't have ball
2019.03.21.16.07.30.597, COMMAND, org.usfirst.frc330.commands.RollerOnSlowBall ended
2019.03.21.16.07.30.598, COMMAND, org.usfirst.frc330.commands.commandgroups.HatchDefense ended
2019.03.21.16.07.30.799, INFO   , Target lost
2019.03.21.16.07.30.799, INFO   , Hatch attained
2019.03.21.16.07.30.813, INFO   , Target acquired
2019.03.21.16.07.31.731, INFO   , DriveDistance Left Setpoint: 90.0 Left: 87.11170098244979 Right Setpoint: 90.0 Right: 87.61638066166417
2019.03.21.16.07.31.731, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveDistanceAtCurAngle ended
2019.03.21.16.07.31.731, COMMAND, org.usfirst.frc330.commands.drivecommands.TurnGyroWaypoint initialized
2019.03.21.16.07.31.735, INFO   , Robot angle: -3.1399998664855957
2019.03.21.16.07.31.740, INFO   , Calc angle: 58.826111849058066
2019.03.21.16.07.31.744, INFO   , angle: 58.826111849058066
2019.03.21.16.07.31.744, INFO   , Changing Gyro Gains to GyroTurnLow. P=0.03 MaxOutput=0.5 MaxOutputStep=1.0
2019.03.21.16.07.31.749, INFO   , TurnGyroAbs Setpoint: 58.826111849058066
2019.03.21.16.07.31.754, INFO   , Max output: 0.5
2019.03.21.16.07.32.061, INFO   , Target lost
2019.03.21.16.07.32.083, INFO   , Target acquired
2019.03.21.16.07.32.474, INFO   , TurnGyroAbs Final Angle: 56.369998931884766  Setpoint: 58.826111849058066
2019.03.21.16.07.32.474, COMMAND, org.usfirst.frc330.commands.drivecommands.TurnGyroWaypoint ended
2019.03.21.16.07.32.474, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypoint initialized
2019.03.21.16.07.32.686, INFO   , DriveWaypoint x: 62.0 y: 126.0 curX: -2.291256056467465 curY: 92.8553063443388 curAngle: 55.31999969482422
2019.03.21.16.07.32.690, INFO   , DriveWaypoint distance: 72.33212510942764 angle: 62.727098448249926
2019.03.21.16.07.32.691, INFO   , Changing LeftDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.16.07.32.691, INFO   , Changing RightDrive Gains to DriveLow. P=0.1 MaxOutput=0.9 MaxOutputStep=0.04
2019.03.21.16.07.32.691, INFO   , Changing Gyro Gains to GyroDriveLow. P=0.01 MaxOutput=1.0 MaxOutputStep=1.0
2019.03.21.16.07.33.744, INFO   , DriveWaypoint Final Location   X: 56.022363241593865  Y: 126.8350798833108
2019.03.21.16.07.33.747, INFO   , DriveWaypoint Final DriveTrain Distances   Left: 184.19120912458047  Right: 137.63796017382705
2019.03.21.16.07.33.748, INFO   , DriveDistance Left Setpoint: 186.22559666757283 Left: 184.39983051173292 Right Setpoint: 144.15310559823337 Right: 138.0030476013438
2019.03.21.16.07.33.748, COMMAND, org.usfirst.frc330.commands.drivecommands.DriveWaypoint ended
2019.03.21.16.07.33.749, COMMAND, org.usfirst.frc330.commands.TurnLimelight initialized
2019.03.21.16.07.33.753, INFO   , Aiming started with target at: -16.790069580078125
2019.03.21.16.07.33.754, INFO   , Robot in low gear
2019.03.21.16.07.34.141, INFO   , Aiming ended with target at: -2.852935791015625
2019.03.21.16.07.34.142, COMMAND, org.usfirst.frc330.commands.TurnLimelight ended
2019.03.21.16.07.34.142, COMMAND, org.usfirst.frc330.commands.DriveLimelight initialized
2019.03.21.16.07.34.145, INFO   , Aiming started with target at: -2.852935791015625
2019.03.21.16.07.34.146, INFO   , Robot in low gear
2019.03.21.16.07.34.147, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.03.21.16.07.34.149, INFO   , Setting hand angle to: 0.0
2019.03.21.16.07.34.151, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.03.21.16.07.34.152, INFO   , Lift Setpoint: 0.0
