2017.02.19.22.48.40.884, INFO   , Logger filename: BB2019_Log__None0_2017.02.19.22.48.40.475.txt
2017.02.19.22.48.40.897, INFO   , Program date: 1969.12.31.16.00.00.000
2017.02.19.22.48.41.800, INFO   , Lift PIDF set to: 0.9, 0.0, 15.0, 0.5
2017.02.19.22.48.42.201, INFO   , Hand PIDF set to: 10.0, 0.0, 40.0, 0.0
2017.02.19.22.48.43.365, DEBUG  , DriverCam Get Video Mode: 160, 120, 30
2017.02.19.22.48.43.380, INFO   , BeachbotLib Version:                2019.2.0
2017.02.19.22.48.43.381, INFO   , WPILib Version:                     2019.3.1
2017.02.19.22.48.43.479, INFO   , NavX Firmware Version:              3.1
2017.02.19.22.48.43.502, INFO   , Talon Intake Firmware Version:      4.17
2017.02.19.22.48.43.506, INFO   , Talon Hand Firmware Version:        4.17
2017.02.19.22.48.43.512, INFO   , Talon Lift1 Firmware Version:       4.17
2017.02.19.22.48.43.516, INFO   , Talon Lift2 Firmware Version:       4.17
2017.02.19.22.48.43.520, INFO   , Talon Lift3 Firmware Version:       4.17
2017.02.19.22.48.43.521, DEBUG  , Competition Robot Detected
2017.02.19.22.48.43.636, INFO   , Disabled Init
2017.02.19.22.48.43.652, INFO   , Battery Voltage: 12.79980517578125
2017.02.19.22.48.43.656, INFO   , Lift disabled
2017.02.19.22.48.43.658, INFO   , Hand disabled
2017.02.19.22.48.43.662, INFO   , Turning Roller off
2017.02.19.22.48.43.676, INFO   , Turning off Kicker
2017.02.19.22.48.43.678, INFO   , Turning Claw off
RoboRIO File Renamed: true BB2019_Log_None0__2019.03.02.10.24.59.689.txt
USB File Renamed: true BB2019_Log_CAOC_Qualification70_2019.03.02.10.24.59.689.txt
RoboRIO File Renamed: true BB2019_LogCAOC_Qualification70__2019.03.02.10.24.59.688.txt
USB File Renamed: true BB2019_Log_CAOC_Qualification70_2019.03.02.10.24.59.688.txt
2019.03.02.10.28.22.991, INFO   , Autonomous Init
2019.03.02.10.28.23.001, INFO   , Running Auto: DoNothing
2019.03.02.10.28.23.159, INFO   , Event: CAOC Match Type: Qualification Match Number: 70
2019.03.02.10.28.23.165, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.02.10.28.23.172, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.02.10.28.23.175, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.02.10.28.23.181, WARNING, Lift setpoint request above upper limit: 61.691015625
2019.03.02.10.28.23.185, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.02.10.28.23.208, COMMAND, org.usfirst.frc330.autoCommands.DoNothing initialized
2019.03.02.10.28.23.209, COMMAND, org.usfirst.frc330.commands.ShiftLow initialized
2019.03.02.10.28.23.210, COMMAND, org.usfirst.frc330.commands.ShiftLow ended
2019.03.02.10.28.23.211, COMMAND, org.usfirst.frc330.autoCommands.DoNothing ended
2019.03.02.10.28.23.225, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.02.10.28.24.514, INFO   , Target acquired
2019.03.02.10.28.24.534, INFO   , Target lost
2019.03.02.10.28.24.554, INFO   , Target acquired
2019.03.02.10.28.24.839, INFO   , Target lost
2019.03.02.10.28.24.873, INFO   , Target acquired
2019.03.02.10.28.24.957, INFO   , Target lost
2019.03.02.10.28.25.252, INFO   , Target acquired
2019.03.02.10.28.25.278, INFO   , Target lost
2019.03.02.10.28.25.296, INFO   , Target acquired
2019.03.02.10.28.25.313, INFO   , Target lost
