Year, Month, Day, H, M, S, mS, Valid LL Target, LL Target Angle, LL Target Area, DriveTrainDistanceL, DriveTrainDistanceR, DriveTrainRateL, DriveTrainRateR, DriveTrainLeft, DriveTrainRight, ChassisAngle, GyroSetpoint, GyroCompensation, GyroIsConnected, GyroIsCalibrating, ChassisX, ChassisY, leftDrivePID Error, Pressure, Shifter, LiftPosition, LiftVelocity, LiftOutput, LiftSetpoint, LiftCalibrated, PogoPosition, PogoOutput, PogoSetpoint, HandAngle, HandOutput, HandSetpoint, HandCalibrated, SensorPickupDistanceFiltered, SensorPickupDistanceRaw, SensorVoltage, BallInRange, HasBall, HasHatch, BatteryV, MatchTime, RobotMode, 
2017,02,19,22,48,44,006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.549999237060547, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.374424355446221, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.69928564453125, -1.0, 0.0, 
2017,02,19,22,48,44,036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.56999969482422, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.541155539395024, 8.213876908316477, 0.612792906, 0.0, 0.0, 1.0, 12.69928564453125, -1.0, 0.0, 
2017,02,19,22,48,44,082, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.59000015258789, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.541155539395024, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,44,121, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.579999923706055, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.43235902500001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.503551759878839, 8.196405265444595, 0.614013609, 0.0, 0.0, 1.0, 12.705568115234374, -1.0, 0.0, 
2017,02,19,22,48,44,157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.56999969482422, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.517808235, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.503551759878839, 8.617336332069915, 0.574951113, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,44,194, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.559999465942383, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.503551759878839, 8.374424355446221, 0.601806579, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,44,223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.559999465942383, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.429297113992662, 8.694842674637734, 0.5810546280000001, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,44,242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.549999237060547, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.43235902500001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.429297113992662, 8.813663383403016, 0.57373041, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,44,272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.559999465942383, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.374424355446221, 8.2314207444517, 0.611572203, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,44,304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.559999465942383, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.43235902500001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.2314207444517, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,44,353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.510000228881836, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.43235902500001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.2314207444517, 8.196405265444595, 0.614013609, 0.0, 0.0, 1.0, 12.667873291015624, -1.0, 0.0, 
2017,02,19,22,48,44,392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.420000076293945, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.43235902500001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.33822489964944, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,44,432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.350000381469727, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.33822489964944, 8.196405265444595, 0.614013609, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,44,474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.309999465942383, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.43235902500001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.410929080227671, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,44,512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.239999771118164, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.522313526019575, 8.213876908316477, 0.612792906, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,44,554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.190000534057617, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.503551759878839, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,44,594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.1200008392334, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.603257445, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.503551759878839, 8.213876908316477, 0.612792906, 0.0, 0.0, 1.0, 12.67415576171875, -1.0, 0.0, 
2017,02,19,22,48,44,632, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -17.06999969482422, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.603257445, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.503551759878839, 8.813663383403016, 0.57373041, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,44,670, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.90999984741211, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.38963442000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.503551759878839, 7.992220045486729, 0.628662045, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,44,713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.670000076293945, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.603257445, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.503551759878839, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,44,764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.600000381469727, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.603257445, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.410929080227671, 8.2314207444517, 0.611572203, 0.0, 0.0, 1.0, 12.705568115234374, -1.0, 0.0, 
2017,02,19,22,48,44,800, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.559999465942383, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.636587319909374, 8.675339952263814, 0.5822753310000001, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,44,835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.520000457763672, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.603257445, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.320238466828556, 8.35628670605593, 0.603027282, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,44,867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.489999771118164, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.38963442000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.753863031097618, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.69928564453125, -1.0, 0.0, 
2017,02,19,22,48,44,895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.479999542236328, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.617336332069915, 8.179005376117981, 0.615234312, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,44,927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.459999084472656, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.617336332069915, 8.196405265444595, 0.614013609, 0.0, 0.0, 1.0, 12.67415576171875, -1.0, 0.0, 
2017,02,19,22,48,44,960, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.459999084472656, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.617336332069915, 8.503551759878839, 0.5932616580000001, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,45,035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.510000228881836, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.793642324869325, 7.845428893856697, 0.639648372, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,45,069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.540000915527344, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.43235902500001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.617336332069915, 7.877596454376535, 0.637206966, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,45,100, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.600000381469727, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.47508363, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.636587319909374, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,45,147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.649999618530273, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.517808235, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.636587319909374, 8.213876908316477, 0.612792906, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,45,173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.68000030517578, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.603257445, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.636587319909374, 8.773709064036709, 0.576171816, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,45,185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.68000030517578, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.517808235, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.636587319909374, 8.773709064036709, 0.576171816, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,45,198, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.709999084472656, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.773709064036709, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,45,210, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.709999084472656, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.773709064036709, 8.076088682455211, 0.62255853, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,45,225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.739999771118164, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.773709064036709, 8.076088682455211, 0.62255853, 0.0, 0.0, 1.0, 12.693003173828124, -1.0, 0.0, 
2017,02,19,22,48,45,237, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.760000228881836, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.517808235, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.773709064036709, 8.266726773318599, 0.6091307970000001, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,45,252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.760000228881836, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.517808235, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.266726773318599, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,45,266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.780000686645508, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.56053284000001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.266726773318599, 8.793642324869325, 0.574951113, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,45,278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.790000915527344, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.43235902500001, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.266726773318599, 8.675339952263814, 0.5822753310000001, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,45,292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.799999237060547, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.517808235, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.675339952263814, 6.679757012060374, 0.743408127, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,45,304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.799999237060547, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.517808235, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.675339952263814, 6.679757012060374, 0.743408127, 0.0, 0.0, 1.0, 12.680438232421874, -1.0, 0.0, 
2017,02,19,22,48,45,316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.809999465942383, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.64598205, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 8.675339952263814, 7.893776097599311, 0.635986263, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
2017,02,19,22,48,45,328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -16.809999465942383, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.517808235, 0.0, -15.537172648925782, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 61.77890625, 0.0, 999.0, 1.0, 7.893776097599311, 7.893776097599311, 0.635986263, 0.0, 0.0, 1.0, 12.686720703125, -1.0, 0.0, 
