2017.02.19.22.48.40.810, INFO   , Logger filename: BB2019_Log__None0_2017.02.19.22.48.40.415.txt
2017.02.19.22.48.40.822, INFO   , Program date: 1969.12.31.16.00.00.000
2017.02.19.22.48.41.673, INFO   , Lift PIDF set to: 0.9, 0.0, 15.0, 0.5
2017.02.19.22.48.42.116, INFO   , Hand PIDF set to: 10.0, 0.0, 40.0, 0.0
2017.02.19.22.48.43.169, DEBUG  , DriverCam Get Video Mode: 160, 120, 30
2017.02.19.22.48.43.192, INFO   , BeachbotLib Version:                2019.2.0
2017.02.19.22.48.43.194, INFO   , WPILib Version:                     2019.3.1
2017.02.19.22.48.43.306, INFO   , NavX Firmware Version:              3.1
2017.02.19.22.48.43.323, INFO   , Talon Intake Firmware Version:      4.17
2017.02.19.22.48.43.327, INFO   , Talon Hand Firmware Version:        4.17
2017.02.19.22.48.43.333, INFO   , Talon Lift1 Firmware Version:       4.17
2017.02.19.22.48.43.338, INFO   , Talon Lift2 Firmware Version:       4.17
2017.02.19.22.48.43.342, INFO   , Talon Lift3 Firmware Version:       4.17
2017.02.19.22.48.43.343, DEBUG  , Competition Robot Detected
2017.02.19.22.48.43.466, INFO   , Disabled Init
2017.02.19.22.48.43.479, INFO   , Battery Voltage: 12.900324707031249
2017.02.19.22.48.43.484, INFO   , Lift disabled
2017.02.19.22.48.43.489, INFO   , Hand disabled
2017.02.19.22.48.43.493, INFO   , Turning Roller off
2017.02.19.22.48.43.503, INFO   , Turning off Kicker
2017.02.19.22.48.43.506, INFO   , Turning Claw off
RoboRIO File Renamed: true BB2019_Log_None0__2019.03.01.18.12.17.695.txt
USB File Renamed: true BB2019_Log_CAOC_Qualification56_2019.03.01.18.12.17.695.txt
RoboRIO File Renamed: true BB2019_LogCAOC_Qualification56__2019.03.01.18.12.17.696.txt
USB File Renamed: true BB2019_Log_CAOC_Qualification56_2019.03.01.18.12.17.696.txt
2019.03.01.18.16.37.068, INFO   , Autonomous Init
2019.03.01.18.16.37.074, INFO   , Running Auto: DoNothing
2019.03.01.18.16.37.244, INFO   , Event: CAOC Match Type: Qualification Match Number: 56
2019.03.01.18.16.37.250, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.01.18.16.37.254, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.01.18.16.37.256, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.01.18.16.37.266, WARNING, Lift setpoint request above upper limit: 61.603125
2019.03.01.18.16.37.270, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.01.18.16.37.272, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.01.18.16.37.292, COMMAND, org.usfirst.frc330.autoCommands.DoNothing initialized
2019.03.01.18.16.37.293, COMMAND, org.usfirst.frc330.commands.ShiftLow initialized
2019.03.01.18.16.37.296, COMMAND, org.usfirst.frc330.commands.ShiftLow ended
2019.03.01.18.16.37.296, COMMAND, org.usfirst.frc330.commands.IsFinishedFalse initialized
2019.03.01.18.16.37.297, COMMAND, org.usfirst.frc330.commands.CalibrateLift initialized
2019.03.01.18.16.37.440, COMMAND, org.usfirst.frc330.commands.CalibrateLift ended
2019.03.01.18.16.37.465, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.01.18.16.37.470, WARNING, Lift setpoint request below lower limit: -0.025517009277343752
2019.03.01.18.16.43.186, COMMAND, org.usfirst.frc330.commands.IsFinishedFalse interrupted
2019.03.01.18.16.43.186, COMMAND, org.usfirst.frc330.autoCommands.DoNothing ended
2019.03.01.18.16.43.186, COMMAND, org.usfirst.frc330.autoCommands.DoNothing interrupted
2019.03.01.18.16.43.186, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.01.18.16.43.186, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.01.18.16.43.205, COMMAND, org.usfirst.frc330.commands.KillAll initialized
2019.03.01.18.16.43.206, WARNING, Kill All!
2019.03.01.18.16.43.211, WARNING, ClimbLockout Disabled by Kill All
2019.03.01.18.16.43.215, COMMAND, org.usfirst.frc330.commands.KillAll ended
2019.03.01.18.16.43.220, INFO   , Lift disabled
2019.03.01.18.16.43.222, INFO   , Hand disabled
2019.03.01.18.16.43.222, INFO   , Turning Roller off
2019.03.01.18.16.43.255, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.01.18.16.43.255, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.01.18.16.43.256, WARNING, Lift setpoint request below lower limit: -0.051034018554687505
2019.03.01.18.16.43.257, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.01.18.16.43.259, WARNING, Lift setpoint request above upper limit: 61.339453125
2019.03.01.18.16.43.405, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.01.18.16.43.406, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.01.18.16.43.406, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.01.18.16.43.425, COMMAND, org.usfirst.frc330.commands.KillAll initialized
2019.03.01.18.16.43.425, WARNING, Kill All!
2019.03.01.18.16.43.427, WARNING, ClimbLockout Disabled by Kill All
2019.03.01.18.16.43.435, COMMAND, org.usfirst.frc330.commands.KillAll ended
2019.03.01.18.16.43.437, INFO   , Lift disabled
2019.03.01.18.16.43.438, INFO   , Hand disabled
2019.03.01.18.16.43.438, INFO   , Turning Roller off
2019.03.01.18.16.43.453, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.01.18.16.43.454, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.01.18.16.43.456, WARNING, Lift setpoint request below lower limit: -0.051034018554687505
2019.03.01.18.16.43.458, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.01.18.16.43.463, WARNING, Lift setpoint request above upper limit: 61.42734375
2019.03.01.18.16.43.625, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.01.18.16.43.626, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.03.01.18.16.43.626, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.01.18.16.43.645, COMMAND, org.usfirst.frc330.commands.KillAll initialized
2019.03.01.18.16.43.645, WARNING, Kill All!
2019.03.01.18.16.43.647, WARNING, ClimbLockout Disabled by Kill All
2019.03.01.18.16.43.652, COMMAND, org.usfirst.frc330.commands.KillAll ended
2019.03.01.18.16.43.657, INFO   , Lift disabled
2019.03.01.18.16.43.658, INFO   , Hand disabled
2019.03.01.18.16.43.659, INFO   , Turning Roller off
2019.03.01.18.16.43.672, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.03.01.18.16.43.673, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.03.01.18.16.43.675, WARNING, Lift setpoint request below lower limit: -0.051034018554687505
2019.03.01.18.16.43.677, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.03.01.18.16.43.686, WARNING, Lift setpoint request above upper limit: 61.42734375
2019.03.01.18.16.46.473, INFO   , Target acquired
2019.03.01.18.16.46.806, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.03.01.18.16.46.826, COMMAND, org.usfirst.frc330.commands.HandOut initialized
2019.03.01.18.16.47.385, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.03.01.18.16.47.405, COMMAND, org.usfirst.frc330.commands.AutoStear initialized
2019.03.01.18.16.47.410, INFO   , Aiming started with target at: 12.235687255859375
2019.03.01.18.16.47.410, INFO   , Robot in low gear
